branch,date,segments,initial_energy_kwh,final_energy_kwh,normal_yuan,adjustment_yuan,emergency_yuan,total_yuan,q0_kwh,a_final_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,adjust_up_kwh,adjust_down_kwh,adjust_abs_kwh
Q43/C2-P1,2025-12-28,144,10399.2578951003,6240.93504765316,66407.7248357681,486.057135650277,3406.11728748279,70299.8992589011,88431.1451452839,87978.7408696247,18503.7713034461,18730.5453184939,625.644493864809,2032.03129520385,243.090325000004,695.494600659251,938.584925659254
Q43/C2-P1,2025-12-29,144,6240.93504765316,7315.51888921284,70714.8258888935,1346.95602828909,1559.87523842599,73621.6571556085,93240.7484758076,95741.8631928306,24189.5387251511,18626.4009099687,319.197833741865,3015.99361139002,2673.60519876543,172.490481742428,2846.09568050786
Q43/C2-P1,2025-12-30,144,7315.51888921284,7274.74007789744,66477.3869237567,711.154067282391,6176.17579986921,73364.7167909082,91643.5388121248,90833.7643404248,23314.2608928838,18921.2522534198,1128.08472475718,1296.65949238454,327.945107210992,1137.71957891101,1465.664686122
Q43/C2-P1,2025-12-31,144,7274.74007789744,1349.1108326645,66790.415701668,517.141711357726,4931.93464061049,72239.4920536362,87153.6278375637,86945.6366596239,17360.5924592483,19395.1462127008,955.518329992021,1381.72080973506,516.77732761578,724.768505555555,1241.54583317134
Q43/C2-P7,2025-01-01,144,6000,9411.4279475,60118.5359284507,30059.2679642253,163420.812806311,253598.616698987,0,57158.1166932153,9123.80883055556,4320,39653.0337540069,0,57158.1166932153,0,57158.1166932153
Q43/C2-P7,2025-01-02,144,9411.4279475,7104.83580222223,73127.6775250311,1325.19168663177,6420.46341138033,80873.3326230432,95844.6996481481,94436.0754433957,21407.4177439986,19415.9413033889,1261.69984711112,691.462916563784,569.285783580935,1977.90998833333,2547.19577191427
Q43/C2-P7,2025-01-03,144,7104.83580222223,10800,54049.6123417944,1412.2837799192,0,55461.8961217136,95403.334367284,89702.2975604252,13165.463491358,7338.37765,0,38344.3403524005,0.406116666667003,5701.44292352538,5701.84904019204
Q43/C2-P7,2025-01-04,144,10800,7860.66835493827,20841.9668846189,533.949931392358,5855.45592505434,27231.3727410656,44554.8041146091,44572.4981850237,16746.0741229424,16209.7185201389,1457.39799072222,866.598206275728,797.25215097017,779.558080555551,1576.81023152572
Q43/C2-P7,2025-01-05,144,7860.66835493827,6737.181345,39028.6636723144,5015.79564422439,195687.361127908,239731.820444447,48170.4873118999,57273.4728823134,13932.8209167353,12296.7232515,35389.3334162551,0,9135.85653430247,32.8709638888889,9168.72749819136
Q43/C2-P7,2025-01-06,144,6737.181345,9419.60236425926,75343.8869806684,539.006407143717,3230.55868714861,79113.4520749608,99074.7569620027,99162.1840590192,27323.066602332,19717.5050305556,716.523744444444,1600.38179835391,514.165883333334,426.738786316867,940.904669650201
Q43/C2-P7,2025-01-07,144,9419.60236425926,10387.924337963,75218.0377323751,1967.53132878423,5480.33078481163,82665.899845971,94181.9723018176,98280.1203064753,25408.6829757545,19709.5434340278,1039.29593202777,1090.44241344307,4098.14800465776,0,4098.14800465776
Q43/C2-P7,2025-01-08,144,10387.924337963,5955.40965611111,68869.2783306547,3334.03383098249,6973.28656369313,79176.5987253303,96038.3777587106,88978.7007403635,18939.3722709191,19330.1547531111,1587.49464966667,1436.58155555555,0,7059.67701834705,7059.67701834705
Q43/C2-P7,2025-01-09,144,5955.40965611111,2798.96206259259,72215.2907086047,1013.63400344012,3815.15287565939,77044.0775877043,91930.7504121399,93306.4181601166,23109.1555462277,21559.2188266111,857.843570611112,1363.75889444444,1728.09897297668,352.431225000001,2080.53019797668
Q43/C2-P7,2025-01-10,144,2798.96206259259,7393.8705462963,23849.8590370435,1689.25890109013,6924.46457653593,32463.5825146696,59571.5655838477,53894.9239899002,25769.5515604938,16737.9191286667,1541.83584830555,889.535689711932,2.69753691666961,5679.3391308642,5682.03666778087
Q43/C2-P7,2025-01-11,144,7393.8705462963,10257.5719712963,23280.2768346006,247.917385972006,2639.99158443809,26168.1858050107,52116.5615742455,51961.4535525309,25319.0846290809,17931.1272670556,684.857431999993,578.565339172145,380.755158719476,535.863180434163,916.618339153639
Q43/C2-P7,2025-01-12,144,10257.5719712963,7294.96719851852,73561.4703461034,2505.56408499718,2856.61290935266,78923.6473404532,94419.7166758333,93908.3659834808,20623.9851946502,19371.7723031667,610.624959888887,2359.57298521948,2283.50730833333,2794.85800068587,5078.36530901921
Q43/C2-P7,2025-01-13,144,7294.96719851852,7174.77751685185,70022.9027226765,1512.65923151769,4360.88000327913,75896.4419574733,96309.1666447531,93147.2380210905,24373.36150607,19850.5935334167,842.159727694444,1214.93280946502,0,3161.92862366255,3161.92862366255
Q43/C2-P7,2025-01-14,144,7174.77751685185,5771.27392333333,70218.6051815111,294.871003308087,5738.92620670001,76252.4023915192,93220.0337007202,92683.5409098484,23868.8391126886,20596.9129154445,1222.77660955555,1372.48005549314,60.9286688333337,597.421459705075,658.350128538409
Q43/C2-P7,2025-01-15,144,5771.27392333333,7041.76618601852,72117.7176851352,1590.37401106436,8602.22833584081,82310.3200320404,92583.1150205761,95862.059947774,25431.29683131,19455.9073969444,1460.09593391666,1235.87518065843,3313.11491886454,34.1699916666666,3347.28491053121
Q43/C2-P7,2025-01-16,144,7041.76618601852,1382.02053537037,67219.1668139547,1233.63998622726,7354.46464017607,75807.271440358,84997.8795552126,87458.3551018138,20746.0884957819,21898.1027671667,1400.24132813889,809.197584670789,2521.20560215672,60.7300555555556,2581.93565771228
Q43/C2-P7,2025-01-17,144,1382.02053537037,6459.27935320987,23503.6965947122,270.863169062357,1902.55931979033,25677.1190835649,53554.4262773663,52635.5287621132,27689.5287794239,17858.9853752778,604.756531333333,718.573422633743,0,918.897515253092,918.897515253092
Q43/C2-P7,2025-01-18,144,6459.27935320987,9588.21955240741,22543.8986054093,1028.8664640044,3839.81720199654,27412.5822714102,54062.212630225,50257.2681479465,24139.0164329218,16736.5571313889,1003.96374494445,811.298574691359,94.2536359999938,3899.19811827846,3993.45175427846
Q43/C2-P7,2025-01-19,144,9588.21955240741,6378.30047925926,68770.5279183657,1920.29473332782,6407.91189284813,77098.7345445416,86264.6593216049,90379.851386845,22103.6464777092,20792.8808127778,1193.28937222222,1551.0322941358,4115.47449857339,0.282433333333529,4115.75693190672
Q43/C2-P7,2025-01-20,144,6378.30047925926,5239.77219962963,68709.2657664111,873.994720373194,5389.9893038653,74973.2497906496,89591.60256893,91264.7496188272,24447.8361680041,20827.42274775,1033.26331891667,619.659634156377,1802.82323323045,129.676183333333,1932.49941656378
Q43/C2-P7,2025-01-21,144,5239.77219962963,6289.31312537037,65600.1475032839,904.692238726627,3103.06287132852,69607.9026133391,92469.0211746571,90688.4655508573,24936.0704839506,19253.6302588333,702.394902277775,2202.06387801784,139.946280555559,1920.50190435528,2060.44818491084
Q43/C2-P7,2025-01-22,144,6289.31312537037,6403.25496596136,70007.6046653208,446.904586739191,4424.71134697349,74879.2205990335,94761.1505154569,94380.6824873828,26531.5955795489,21388.0447629027,851.253664870647,1196.71596894064,256.661013635403,637.129041709506,893.790055344909
Q43/C2-P7,2025-01-23,144,6403.25496596136,1527.65025142929,68989.8996119261,1675.22871754137,4979.51036316723,75644.6386926347,85449.9746142755,88612.1835124073,20143.549375799,20704.319237476,1017.36710024468,475.661540995735,3214.41177035403,52.2028722222229,3266.61464257625
Q43/C2-P7,2025-01-24,144,1527.65025142929,6815.07511357521,21491.9295684321,453.13812667133,2950.30299259033,24895.3706876938,47125.7999286795,49120.0228555062,27252.0596522658,17315.4859424039,962.576898320878,323.204560631909,1994.22292682666,0,1994.22292682666
Q43/C2-P7,2025-01-25,144,6815.07511357521,10348.5771232566,20472.1328279516,472.501863299253,2133.44238351484,23078.0770747657,45613.2429926614,47710.3605932553,25345.2173704423,17349.474261345,502.762992277007,1898.44500976832,2097.11760059393,0,2097.11760059393
Q43/C2-P7,2025-01-26,144,10348.5771232566,5813.35298933836,66484.8569879975,2101.22381602124,4197.62509309604,72783.7058971148,91867.0812758171,87483.9848634291,20441.1630694642,20639.0438067924,937.884177172918,967.734744596894,78.8664083333332,4461.9628207214,4540.82922905473
Q43/C2-P7,2025-01-27,144,5813.35298933836,6450.68610680655,65109.6287224427,951.214025492298,3419.16446945233,69480.0072173873,87667.8419917978,89609.9371975214,23208.8617993648,18225.5782517641,720.237484873868,1108.05101812793,1975.86981127915,33.7746055555557,2009.64441683471
Q43/C2-P7,2025-01-28,144,6450.68610680655,7237.41696077731,66242.6826037793,804.442683901041,9012.73082895058,76059.8561166309,92597.5249307225,91092.7129346242,24083.9444883648,18799.9372670018,1721.61588632004,574.610566247885,251.041708112587,1755.85370421091,2006.8954123235
Q43/C2-P7,2025-01-29,144,7237.41696077731,9226.61181160879,62032.2158037311,912.537856675909,5141.66861455385,68086.4222749609,87474.3229117341,88372.7617766271,25072.1210650204,18518.1426969182,984.345111741738,1413.54247026665,1535.42691797642,636.988053083401,2172.41497105982
Q43/C2-P7,2025-01-30,144,9226.61181160879,1576.8900492816,60780.8107643539,1510.15961441358,4944.50665591313,67235.4770346806,76906.0826845212,80470.0990982201,15443.6653819673,19394.118545488,898.389735189365,1440.42088026347,3566.14009703218,2.12368333333137,3568.26378036551
Q43/C2-P7,2025-01-31,144,1576.8900492816,5881.31803223032,20393.7936099531,582.342335098694,3828.83187671771,24804.9678217695,44709.2336921531,47136.8482347336,25663.5008132366,16913.4504740678,893.839100066432,479.463945631165,2427.61454258042,0,2427.61454258042
Q43/C2-P7,2025-02-01,144,5881.31803223032,9781.60532229882,18357.6058563829,448.722303270579,705.002481208259,19511.3306408618,46294.2636643982,44614.2421091374,24488.0862087942,16325.0912680617,174.713656799032,2404.64822520388,0,1680.0215552608,1680.0215552608
Q43/C2-P7,2025-02-02,144,9781.60532229882,8270.25144189314,58793.8266285388,848.156132075584,801.992301410539,60443.9750620249,86073.0396826509,84197.2313871313,21406.6622664478,18699.6149281878,167.286574076613,3311.74600628122,177.586937259017,2053.39523277865,2230.98217003767
Q43/C2-P7,2025-02-03,144,8270.25144189314,7122.67316329205,58666.7456360312,1686.48730735027,5616.36308579768,65969.5960291792,86918.8185348718,82971.19754503,21858.0380984393,18737.8313104768,1123.20683665581,758.107760389956,0,3947.62098984187,3947.62098984187
Q43/C2-P7,2025-02-04,144,7122.67316329205,6357.86908631952,61283.7695141172,1798.26739671107,2616.71800262083,65698.7549134491,90374.7385172744,86244.6676047755,23093.5263594179,19394.0800204038,501.34917191796,1812.5048210127,0,4130.07091249882,4130.07091249882
Q43/C2-P7,2025-02-05,144,6357.86908631952,6506.23510854353,60342.1213889284,771.293795529026,4735.72324049523,65849.1384249527,84769.0353235709,85584.0267341749,23051.5669441252,18538.2398047398,1006.40327794434,1330.63922273387,1307.24803333334,492.256622729305,1799.50465606264
Q43/C2-P7,2025-02-06,144,6506.23510854353,2131.13852623906,57599.2448443449,2829.00134687596,5795.31244785003,66223.5586390708,86558.1810693695,79905.1107217143,19681.8706556453,19879.9021551467,1156.70637182396,841.596376373016,0,6653.0703476552,6653.0703476552
Q43/C2-P7,2025-02-07,144,2131.13852623906,6044.43672795241,17534.3999127063,440.291183879494,3040.37644424924,21015.0675408351,45098.4491245266,43366.1307422081,24307.1624820286,16166.8332289012,688.390329457774,4098.17381853843,0,1732.31838231847,1732.31838231847
Q43/C2-P7,2025-02-08,144,6044.43672795241,9995.61618912682,15403.1428953569,152.696872537361,7554.3921690335,23110.2319369277,38690.0466321809,39133.7746232017,25707.821568318,17267.2739552806,1956.49907697749,1210.27670380844,443.727991020793,0,443.727991020793
Q43/C2-P7,2025-02-09,144,9995.61618912682,5561.31418419864,56094.2209285096,817.611230530672,5152.58720592446,62064.4193649648,79744.3409355765,79049.9705976024,19424.7393661842,19724.9106910446,1096.23112859044,931.798751053205,594.115467626887,1288.48580560094,1882.60127322783
Q43/C2-P7,2025-02-10,144,5561.31418419864,5673.886342548,52430.5021242048,1318.01843051742,4248.94935752806,57997.4699122502,81281.3702293598,78133.5383142348,22776.9626642108,18348.0248154963,905.751072069978,302.67728759026,82.0811027777778,3229.91301790284,3311.99412068062
Q43/C2-P7,2025-02-11,144,5673.886342548,4038.62580292264,51770.8174200017,1629.38840690626,9879.56319932154,63279.7690262295,79783.0051207664,76095.1878160321,21319.3957649365,18740.4450552614,1945.14155852322,182.934864880197,0.0737638888888341,3687.89106862322,3687.96483251211
Q43/C2-P7,2025-02-12,144,4038.62580292264,6973.0156884077,53444.5279274192,1707.04111709475,12051.7888999911,67203.3579445051,84949.5843810013,81056.417847876,27113.1727457239,19320.7190270998,2332.66786917201,333.935865090605,73.8940898479241,3967.06062297317,4040.95471282109
Q43/C2-P7,2025-02-13,144,6973.0156884077,1251.07845670404,47343.5586268004,1371.88760651307,4964.75451706014,53680.2007503737,70754.8438318358,69099.1274331715,18052.2428372553,19772.0602067101,1191.18297664266,543.037095935617,942.742889566838,2598.4592882311,3541.20217779794
Q43/C2-P7,2025-02-14,144,1251.07845670404,3435.45318816708,15206.8513126165,205.575922733082,5086.9494713973,20499.3767067469,37070.6408628035,37681.2344916524,22205.8909631689,16020.8344218501,1565.01780736671,3274.12227436692,612.650803032833,2.0571741839384,614.707977216771
Q43/C2-P7,2025-02-15,144,3435.45318816708,9853.23456153474,16413.7826615136,157.536188415736,7735.20811250614,24306.5269624355,40702.459046242,40459.4086700121,26666.3556314326,15823.7448254295,2297.09286030071,2763.18129097638,117.283898621484,360.334274851404,477.618173472888
Q43/C2-P7,2025-02-16,144,9853.23456153474,6432.93478124779,49365.5073689784,2431.69854843581,17644.7562207538,69441.962138168,77703.3598198944,72516.8107228861,18360.6878325651,17950.426946636,3510.25214428681,244.221214577096,141.06452708314,5327.61362409147,5468.67815117461
Q43/C2-P7,2025-02-17,144,6432.93478124779,7778.52483767698,49174.9245819565,3547.41448656109,9602.37061656417,62324.7096850817,83884.1883391761,74914.0710710322,23674.2354940208,17965.0996993706,2118.55596800485,153.841411053463,84.6502541203115,9054.76752226428,9139.41777638459
Q43/C2-P7,2025-02-18,144,7778.52483767698,4236.61767489828,47231.9702838199,661.308858566995,9196.20016168518,57089.4793040721,68397.4867207463,70081.732267054,16747.0661510346,16752.8400288388,2112.86888992573,86.8139181172878,1684.24554630767,0,1684.24554630767
Q43/C2-P7,2025-02-19,144,4236.61767489828,6264.66092349258,50457.0649584365,864.74998601763,10563.6036421534,61885.4185866075,75452.4900652173,77159.3773536565,24458.6644073675,17986.2792462328,2202.41395924242,37.7571017642256,1984.79359207877,277.906303639545,2262.69989571831
Q43/C2-P7,2025-02-20,144,6264.66092349258,1325.49571867606,46538.7390812549,1327.6330501554,9753.26271954896,57619.6348509592,71148.8808584365,68168.8707778986,17093.8387921662,18291.2581059895,2072.96663155008,290.364656605304,215.344791108726,3195.35487164665,3410.69966275537
Q43/C2-P7,2025-02-21,144,1325.49571867606,6050.83707429214,15508.8337210067,58.8437295954555,4689.00782411183,20256.685274714,37969.0411498389,38143.3400519159,23654.7822041801,14907.5663653314,1660.38805613362,5516.23023586753,174.298902077025,0,174.298902077025
Q43/C2-P7,2025-02-22,144,6050.83707429214,10134.657758273,15570.4373356989,55.5208745941103,3832.91198989021,19458.8702001833,38149.8670941735,38139.9085362727,24520.5717371963,16186.2244915463,1258.81379351449,3366.8605341372,88.0111183607113,97.9696762614982,185.980794622209
Q43/C2-P7,2025-02-23,144,10134.657758273,6481.91431579654,46363.3420308772,1449.4159431253,11393.9871826892,59206.7451566916,72052.5487922142,69493.4874395208,17582.4225536458,17529.2313666819,2461.07737725719,350.874946480744,567.991660126682,3127.05301282002,3695.04467294671
Q43/C2-P7,2025-02-24,144,6481.91431579654,4838.21693758648,46260.9616195627,824.362839403889,6373.15155453168,53458.4760134983,70620.6434264356,69601.1545391228,19740.2212461569,17468.9068497761,1328.2468887529,448.140081494967,514.773689147728,1534.26257646056,2049.03626560829
Q43/C2-P7,2025-02-25,144,4838.21693758648,5571.08715411812,44689.2886202591,2531.5180085139,7161.88321451419,54382.6898432872,76632.8682878556,70015.4767059849,22804.4689736884,17812.0366738091,1653.06063921497,830.783478653939,94.8043226393966,6712.19590451011,6807.00022714951
Q43/C2-P7,2025-02-26,144,5571.08715411812,6483.49945434514,47320.7124208525,1182.21570712594,5258.64543827289,53761.5735662514,70265.4135007954,73665.2707477168,24918.7057771858,19362.9806093162,1089.51228915926,412.673169006474,3399.85724692139,0,3399.85724692139
Q43/C2-P7,2025-02-27,144,6483.49945434514,2082.81200051155,42809.5720812795,555.702826355068,8339.88594659668,51705.1608542312,65273.5846277594,65584.0144086317,19115.0088333972,19443.775863502,1632.76751523842,413.741420641526,933.218409873386,622.788629001118,1556.0070388745
Q43/C2-P7,2025-02-28,144,2082.81200051155,4344.92275892528,14267.1595631749,128.542932559646,2440.97758478348,16836.680080518,35179.5082131731,35194.7642637802,20563.248044571,14620.3312335301,895.39445285559,6893.72502226162,193.341891873695,178.085841266617,371.427733140312
Q43/C2-P7,2025-03-01,144,4344.92275892528,10379.9052928451,16171.6123350546,411.34321474219,842.812214631545,17425.7677644284,42882.2045606656,40741.0101862928,24892.3874293419,14731.3495372391,212.872703481721,7245.29573100505,0,2141.19437437281,2141.19437437281
Q43/C2-P7,2025-03-02,144,10379.9052928451,6075.39821501452,49895.1460647474,1645.27435192424,2812.71285725467,54353.1332739263,75783.6207335513,73728.9140307991,17274.1055732843,17866.0818844078,509.699870678746,2502.24647926807,934.180216663519,2988.8869194157,3923.06713607922
Q43/C2-P7,2025-03-03,144,6075.39821501452,6456.24045557992,50471.462754647,2477.82464710798,4014.92911828833,56964.2165200433,81347.1059284517,76796.0695798428,23758.5220681554,18901.644858697,880.793798090571,805.289535141684,793.763838781963,5344.80018739086,6138.56402617283
Q43/C2-P7,2025-03-04,144,6456.24045557992,5650.28943064926,47161.6396337678,463.530857883717,3544.84538911906,51170.0158807706,70978.2134124094,72132.2162678333,21171.1146104975,17873.9587569406,845.86685580483,478.621003414516,1154.00285542386,0,1154.00285542386
Q43/C2-P7,2025-03-05,144,5650.28943064926,7094.0739407759,44453.476452636,2144.45150150849,6380.80986832931,52978.7378224738,76831.666997321,71093.5638075915,23134.7184949052,17439.7159217592,1334.3522020211,623.506419799988,41.220280482977,5779.3234702125,5820.54375069547
Q43/C2-P7,2025-03-06,144,7094.0739407759,1265.98029321725,41161.0808538033,416.337424213923,4951.22304106992,46528.6413190872,63213.2480460509,63042.7766830166,16857.8396338242,18900.1343862004,1234.59645393454,225.152089327355,448.710868170689,619.182231204975,1067.89309937566
Q43/C2-P7,2025-03-07,144,1265.98029321725,4866.84748435767,13609.2581754716,320.187607343296,2558.7316221935,16488.1774050084,35533.4810468247,34503.5874913275,19946.4323070578,12915.8296966905,873.225089430697,7402.92943705748,0,1029.89355549727,1029.89355549727
Q43/C2-P7,2025-03-08,144,4866.84748435767,9962.78799493225,13616.1012220595,18.628056465278,5190.92881729361,18825.6580958183,35090.6042518787,35149.0944869766,24119.0995065508,14950.124140789,1825.10067870689,8866.31528325505,61.2882528619365,2.79801776406293,64.0862706259994
Q43/C2-P7,2025-03-09,144,9962.78799493225,5788.43484416084,39715.9025244723,1782.27190861278,5185.37426455948,46683.5486976445,68139.6347521723,62550.5438260549,19471.9809607017,19529.2224138626,1153.80698789611,456.482217111943,6.11310000000117,5595.20402611738,5601.31712611738
Q43/C2-P7,2025-03-10,144,5788.43484416084,6353.43483256679,45585.0298906327,580.245278541589,8367.54877196769,54532.8239411419,69913.1914474761,70945.8931926813,22597.9891365106,17795.8712110082,1938.07850057346,48.6356510857435,1177.45006187184,144.748316666667,1322.19837853851
Q43/C2-P7,2025-03-11,144,6353.43483256679,5899.01391572588,42299.3871753332,1957.21568992516,5533.88279623039,49790.4856614888,60576.679372124,67126.6343713934,21628.1522974375,17927.7821860812,1223.89431226558,669.916438969391,6549.95499926944,0,6549.95499926944
Q43/C2-P7,2025-03-12,144,5899.01391572588,6317.0463187675,40829.5189040637,1724.07497177989,6400.42650597691,48954.0203818205,70641.1906974489,65546.0191559965,21728.8737379067,17224.158564967,1381.38053771418,34.6348374376214,109.278586984272,5204.45012843669,5313.72871542097
Q43/C2-P7,2025-03-13,144,6317.0463187675,1241.10464037202,42491.4872942258,560.231610236764,8427.91158971847,51479.630494181,64683.5684684668,64746.1324607784,16586.7274689662,18003.5967604186,1889.83516115821,332.893896722254,775.187851673237,712.623859361704,1487.81171103494
Q43/C2-P7,2025-03-14,144,1241.10464037202,5022.67658093635,12937.3775688967,121.103397392384,3388.19980926798,16446.6807755571,33121.901208006,33413.053545258,20279.2612203972,13022.7868420138,1079.81841245453,11192.0749293291,321.544433333333,30.3920960813393,351.936529414673
Q43/C2-P7,2025-03-15,144,5022.67658093635,10065.1015427467,13699.6567992899,138.109056088632,5869.11162037862,19706.8774757571,34585.5493464681,35005.3267270446,24335.6594619538,15173.7016985533,1837.36689329954,6941.41070694368,419.777380576538,0,419.777380576538
Q43/C2-P7,2025-03-16,144,10065.1015427467,6746.72741100105,40114.2475287306,729.997369087023,6560.17286759513,47404.4177654127,62971.2166337639,62924.8289878394,19279.8973452296,18603.2535682071,1544.73976906053,459.324713210718,1071.11219706591,1117.49984299038,2188.61204005629
Q43/C2-P7,2025-03-17,144,6746.72741100105,4544.58076831272,36069.2879351964,1226.61233767321,7111.5574650005,44407.4577378701,59605.7167632826,57797.1571669415,17498.5299707369,16155.7412547164,1625.49528228891,188.503966543203,1312.53829780455,3121.09789414573,4433.63619195029
Q43/C2-P7,2025-03-18,144,4544.58076831272,5558.80457575889,39671.4631666144,2416.13473206117,8296.96446694242,50384.562365618,71720.4787513668,64928.5948337862,23200.6067808337,17879.6900657737,1697.49277408981,187.184192816081,0,6791.88391758057,6791.88391758057
Q43/C2-P7,2025-03-19,144,5558.80457575889,4483.98568828595,38370.2874767306,1861.83242894831,4295.09347616672,44527.2133818456,56166.1738650389,62258.4676747206,21040.6776555584,18010.285899728,966.114188326916,728.326323883711,6183.54247765934,91.2486679776013,6274.79114563694
Q43/C2-P7,2025-03-20,144,4483.98568828595,1421.88730725516,39673.7453748309,982.895840072016,9302.83377960245,49959.4749945053,62664.0668142112,61171.6330326388,17299.3686097969,16768.3771168632,1904.78651742334,168.214573795132,708.75009092961,2201.18387250196,2909.93396343157
Q43/C2-P7,2025-03-21,144,1421.88730725516,4814.05288638462,12152.412686169,160.921963071653,5607.71387165311,17921.0485208938,31794.3664103439,31613.3311383024,20971.1049867239,13933.6460180299,1931.16357786625,14481.836230808,153.124361111111,334.159633152553,487.283994263664
Q43/C2-P7,2025-03-22,144,4814.05288638462,10495.4464924167,13859.1206540446,103.060785247014,1327.69856818561,15289.8800074772,35727.6716540445,35409.345169214,22248.1214258936,12907.724109545,448.83947789993,10809.392597432,0,318.326484830493,318.326484830493
Q43/C2-P7,2025-03-23,144,10495.4464924167,4304.5916736747,34907.3055269063,1937.81903306982,6264.702567402,43109.8271273781,61725.2370726096,55926.1188841792,14712.211709278,17488.660821383,1329.79307799065,1246.82929094148,0,5799.11818843039,5799.11818843039
Q43/C2-P7,2025-03-24,144,4304.5916736747,4471.69276256128,37621.1406837228,1246.5653881303,5531.34519165264,44399.0512635058,64308.6157131245,61748.5757925715,21754.5946370857,17470.8306760415,1306.1233919243,790.531473451568,683.053736935207,3243.09365748825,3926.14739442345
Q43/C2-P7,2025-03-25,144,4471.69276256128,4654.44602169965,38897.4839064882,2545.80790374902,8968.94101800834,50412.2328282456,71258.1991286558,63419.7993859795,22015.7385360231,17668.2702809542,2088.26618223532,185.197596479259,113.755091476689,7952.15483415296,8065.90992562965
Q43/C2-P7,2025-03-26,144,4654.44602169965,7020.66540812456,37397.2732221278,1153.51390757101,3768.99296752395,42319.7800972228,63226.84030326,61623.2696182681,24128.7867723477,17414.7198378192,838.959459369808,175.387276442776,674.858049740423,2278.42873473231,2953.28678447273
Q43/C2-P7,2025-03-27,144,7020.66540812456,1384.02165314575,34975.6717647873,1175.19215518185,6365.03013261698,42515.8940525861,59202.2365084744,55685.2705387978,15696.3363528575,17787.0118252955,1501.79981171517,393.304756284294,0,3516.96596967664,3516.96596967664
Q43/C2-P7,2025-03-28,144,1384.02165314575,3564.57052832947,12020.2258556353,83.6435814713016,3305.91218110145,15409.781618208,31101.1327801559,30888.8792307364,18905.2224420681,13350.7361904098,1125.71529492022,15664.8475073316,0,212.253549419503,212.253549419503
Q43/C2-P7,2025-03-29,144,3564.57052832947,9496.80126716995,13265.6085543687,138.01708392358,2446.97833027311,15850.6039685654,34776.9792765289,35205.4754251713,24397.981351289,14423.3572295877,762.329677526421,18418.1451309964,428.496148642385,0,428.496148642385
Q43/C2-P7,2025-03-30,144,9496.80126716995,5155.07853796171,32799.3351034093,2117.66032703364,6999.41422045966,41916.4096509026,59515.9004501723,53202.3086785924,16124.2535780544,16968.1958545115,1679.57001967454,397.619608057347,473.541814391952,6787.13358597182,7260.67540036377
Q43/C2-P7,2025-03-31,144,5155.07853796171,5739.36679620537,36069.1569151856,1073.64119256376,5701.15431052222,42843.9524182715,55798.028693005,60228.3687717498,21050.6253224312,16525.14707875,1368.05016619788,91.9428775998283,4451.01268165324,20.6726029084224,4471.68528456166
Q43/C2-P7,2025-04-01,144,5739.36679620537,3476.67224264773,37796.5588865528,1788.78968041356,4919.82193335444,44505.1705003208,65927.0105285079,60670.6832637913,17879.0039307858,16518.4182821384,1257.34272965198,370.01549479588,221.960724916662,5478.28798963321,5700.24871454987
Q43/C2-P7,2025-04-02,144,3476.67224264773,6428.58063723869,39926.6957061529,358.147296188135,5582.15384706473,45866.9968494057,67736.2938662913,66923.5612881683,23707.4522630194,16546.3187779139,1311.52670645931,614.522442855393,171.296375481653,984.028953604638,1155.32532908629
Q43/C2-P7,2025-04-03,144,6428.58063723869,1306.0435585823,34138.8751323038,2024.96185401307,4219.38338883307,40383.2203751499,60422.3260920861,54001.86949641,16212.8595397635,17742.6995979991,1002.97548928374,497.008110596121,0,6420.45659567606,6420.45659567606
Q43/C2-P7,2025-04-04,144,1306.0435585823,4600.82598363666,11477.4680854381,85.7597022783623,3088.80984483727,14652.0376325538,30873.5852205428,30754.3707988456,20742.8464946288,13836.4014781004,938.570866703869,18398.2477323545,55.5798917406173,174.794313437819,230.374205178436
Q43/C2-P7,2025-04-05,144,4600.82598363666,10192.5609878369,12783.277724096,103.709437472338,3069.95513977484,15956.9423013432,33283.4275504253,33642.8117590364,22996.1844851058,13594.3479291555,868.079789248945,13200.883342335,359.384208611116,5.6843418860808e-14,359.384208611116
Q43/C2-P7,2025-04-06,144,10192.5609878369,7286.25340199405,34297.7952282749,1493.63630128096,2415.9465753244,38207.3781048802,59757.9100066456,55917.0300498491,18375.7437419429,17500.0292582323,522.581238560205,1142.50387136537,710.163558333334,4551.04351512978,5261.20707346312
Q43/C2-P7,2025-04-07,144,7286.25340199405,5036.96728736808,32386.0184422167,771.682469577914,5509.26580703049,38666.9667188251,51814.4934218053,53478.7011797026,17746.1168608793,16398.7121604756,1278.62574219444,205.30127149332,1877.8584495639,213.650691666667,2091.50914123057
Q43/C2-P7,2025-04-08,144,5036.96728736808,7304.06939236718,36028.3390451125,1736.12433906896,4247.36348762525,42011.8268718067,66274.7912104522,60497.7099823669,23428.9558259975,16937.0623245588,869.789957853223,532.857822114742,61.7743916666669,5838.855619752,5900.63001141866
Q43/C2-P7,2025-04-09,144,7304.06939236718,6488.81834116576,37462.9508769762,544.832456001084,3944.84628924637,41952.6296222236,61225.0497129616,62311.6977133943,19798.9596693856,16770.8832782836,837.272840531923,962.714812824276,1334.56148992272,247.913489489961,1582.47497941268
